_id,type,title,description,year,rating,ratingCount,genre,director_artist_author,duration,externalId
69079f2dafa5e245b1af83fe,book,In a Sunburned Country,,2001,4.07,72451,,Bill Bryson,,24
69079f2dafa5e245b1af83ff,book,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,,2000,3.9,49240,,Bill Bryson,,25
69079f2dafa5e245b1af8400,book,The Lost Continent: Travels in Small Town America,,1990,3.83,45712,,Bill Bryson,,26
69079f2dafa5e245b1af8401,book,Neither Here nor There: Travels in Europe,,1993,3.86,48701,,Bill Bryson,,27
69079f2dafa5e245b1af8402,book,Notes from a Small Island,,1997,3.91,80609,,Bill Bryson,,28
69079f2dafa5e245b1af8403,book,The Mother Tongue: English and How It Got That Way,,1991,3.93,28489,,Bill Bryson,,29
69079f2dafa5e245b1af8404,book,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,,2012,4.59,101233,,J.R.R. Tolkien,,30
69079f2dafa5e245b1af8405,book,The Lord of the Rings (The Lord of the Rings  #1-3),,2004,4.5,1710,,J.R.R. Tolkien,,31
69079f2dafa5e245b1af8406,book,The Fellowship of the Ring (The Lord of the Rings  #1),,2003,4.36,2128944,,J.R.R. Tolkien,,34
69079f2dafa5e245b1af8407,book,The Lord of the Rings (The Lord of the Rings  #1-3),,2002,4.5,1618,,J.R.R. Tolkien,,35
69079f2dafa5e245b1af8408,book,The Lord of the Rings: Weapons and Warfare,,2003,4.53,19822,,Chris   Smith,,36
69079f2dafa5e245b1af8409,book,The Lord of the Rings: Complete Visual Companion,,2004,4.5,359,,Jude Fisher,,37
69079f2dafa5e245b1af840a,book,Agile Web Development with Rails: A Pragmatic Guide,,2005,3.84,1430,,Dave Thomas,,45
69079f2dafa5e245b1af840b,book,Hatchet (Brian's Saga  #1),,2000,3.72,270244,,Gary Paulsen,,50
69079f2dafa5e245b1af840c,book,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom,Donna Ickes/Edward Sciranko/Keith Vasconcelles,4.00,1557344493,9781557344496,eng,48,36,2,8/28/1994,Teacher Created Resources",,,,,,,,51
69079f2dafa5e245b1af840d,book,Guts: The True Stories behind Hatchet and the Brian Books,,2001,3.88,2067,,Gary Paulsen,,53
69079f2dafa5e245b1af840e,book,Molly Hatchet - 5 of the Best,,2003,4.33,6,,Molly Hatchet,,54
69079f2dafa5e245b1af840f,book,Hatchet Jobs: Writings on Contemporary Fiction,,2005,3.45,99,,Dale Peck,,55
69079f2dafa5e245b1af8410,book,A Changeling for All Seasons (Changeling Seasons #1),,2005,3.76,167,,Angela Knight,,57
69079f2dafa5e245b1af8411,book,Changeling (Changeling  #1),,2006,3.6,978,,Delia Sherman,,58
69079f2dafa5e245b1af8412,book,The Changeling Sea,,2003,4.06,4454,,Patricia A. McKillip,,59
69079f2dafa5e245b1af8413,book,The Changeling,,2004,4.17,1176,,Zilpha Keatley Snyder,,61
69079f2dafa5e245b1af8414,book,The Changeling,,2005,3.55,301,,Kate Horsley,,63
69079f2dafa5e245b1af8415,book,The Changeling (Daughters of England  #15),,1990,3.98,345,,Philippa Carr,,66
69079f2dafa5e245b1af8416,book,The Known World,,2006,3.83,29686,,Edward P. Jones,,67
69079f2dafa5e245b1af8417,book,The Known World,,2004,3.83,55,,Edward P. Jones,,68
69079f2dafa5e245b1af8419,book,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,,2006,3.83,1456,,Satyajit Das,,71
69079f2dafa5e245b1af841a,book,Artesia: Adventures in the Known World,,2005,4.13,52,,Mark Smylie,,72
69079f2dafa5e245b1af841b,book,The John McPhee Reader (John McPhee Reader  #1),,1982,4.42,562,,John McPhee,,74
69079f2dafa5e245b1af841c,book,Uncommon Carriers,,2006,3.95,1630,,John McPhee,,75
69079f2dafa5e245b1af841d,book,Heirs of General Practice,,1986,4.17,268,,John McPhee,,76
69079f2dafa5e245b1af841e,book,The Control of Nature,,1990,4.24,3498,,John McPhee,,77
69079f2dafa5e245b1af841f,book,Annals of the Former World,,1999,4.34,3115,,John McPhee,,78
69079f2dafa5e245b1af8420,book,Coming Into the Country,,1991,4.22,5704,,John McPhee,,79
69079f2dafa5e245b1af8421,book,La Place de la Concorde Suisse,,1994,3.92,698,,John McPhee,,80
69079f2dafa5e245b1af8422,book,Giving Good Weight,,1994,4.23,542,,John McPhee,,81
69079f2dafa5e245b1af8423,book,Rising from the Plains,,1987,4.23,1341,,John McPhee,,83
69079f2dafa5e245b1af8424,book,The Heidi Chronicles,,2002,3.75,1423,,Wendy Wasserstein,,85
69079f2dafa5e245b1af8425,book,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,,1991,3.84,2766,,Wendy Wasserstein,,86
69079f2dafa5e245b1af8426,book,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,,2006,3.94,31,,Heidi Hayes Jacobs,,89
69079f2dafa5e245b1af8427,book,Simply Beautiful Beaded Jewelry,,2006,3.77,62,,Heidi Boyd,,90
69079f2dafa5e245b1af8428,book,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,,2003,4.46,860,,Heidi Baker,,91
69079f2dafa5e245b1af8429,book,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,,1997,3.68,77,,Heidi Hayes Jacobs,,92
69079f2dafa5e245b1af842a,book,Heidi (Heidi  #1-2),,2002,3.99,153317,,Johanna Spyri,,93
69079f2dafa5e245b1af842b,book,Getting Results with Curriculum Mapping,,2004,3.25,55,,Heidi Hayes Jacobs,,94
69079f2dafa5e245b1af842c,book,There's Always Enough: The Miraculous Move of God in Mozambique,,2003,4.46,34,,Rolland Baker,,96
69079f2dafa5e245b1af842d,book,What to Expect the First Year (What to Expect),,2003,3.89,11797,,Heidi Murkoff,,98
69079f2dafa5e245b1af842e,book,The Player's Handbook: The Ultimate Guide on Dating and Relationships,,2004,3.82,34,,Heidi Fleiss,,99
69079f2dafa5e245b1af842f,book,Simply Beautiful Beading: 53 Quick and Easy Projects,,2004,3.78,78,,Heidi Boyd,,100
69079f2dafa5e245b1af8430,book,God Emperor of Dune (Dune Chronicles  #4),,1987,3.84,2785,,Frank Herbert,,103
69079f2dafa5e245b1af8431,book,Chapterhouse: Dune (Dune Chronicles #6),,1987,3.91,38778,,Frank Herbert,,105
69079f2dafa5e245b1af8432,book,Dune Messiah (Dune Chronicles #2),,1987,3.88,97494,,Frank Herbert,,106
69079f2dafa5e245b1af8433,book,Dreamer of Dune: The Biography of Frank Herbert,,2004,4.01,784,,Brian Herbert,,107
69079f2dafa5e245b1af8434,book,Heretics of Dune (Dune Chronicles  #5),,1984,3.86,272,,Frank Herbert,,109
69079f2dafa5e245b1af8435,book,The Road to Dune,,2006,3.88,4789,,Frank Herbert,,110
69079f2dafa5e245b1af8436,book,Heretics of Dune (Dune Chronicles #5),,1987,3.86,45388,,Frank Herbert,,117
69079f2dafa5e245b1af8437,book,The Lord of the Rings: The Art of the Fellowship of the Ring,,2002,4.59,26153,,Gary Russell,,119
69079f2dafa5e245b1af8438,book,The Power of One (The Power of One  #1),,1996,4.35,69167,,Bryce Courtenay,,122
69079f2dafa5e245b1af8439,book,The Power of One (The Power of One  #1),,2005,4.35,45,,Bryce Courtenay,,123
69079f2dafa5e245b1af843a,book,The Power of One: One Person  One Rule  One Month,,2004,4.28,16,,John C. Maxwell,,129
69079f2dafa5e245b1af843b,book,Power of an Hour: Business and Life Mastery in One Hour a Week,,2006,3.34,174,,Dave Lakhani,,130
69079f2dafa5e245b1af843c,book,The Power of One: The Solo Play for Playwrights  Actors  and Directors,,2000,3.67,10,,Louis E. Catron,,131
69079f2dafa5e245b1af843d,book,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,,2005,3.48,76,,Adam Ginsberg,,132
69079f2dafa5e245b1af843e,book,eBay for Dummies,,2006,3.5,111,,Marsha Collier,,133
69079f2dafa5e245b1af843f,book,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,,2006,3.62,24,,Chris Malta,,135
69079f2dafa5e245b1af8440,book,Starting an eBay Business for Dummies,,2004,3.55,55,,Marsha Collier,,137
69079f2dafa5e245b1af8441,book,eBay: Top 100 Simplified Tips & Tricks,,2006,4.27,9,,Julia Wilkinson,,138
69079f2dafa5e245b1af8442,book,ebay Timesaving Techniques for Dummies,,2004,3.39,22,,Marsha Collier,,139
69079f2dafa5e245b1af8443,book,eBay Business All-in-One Desk Reference for Dummies,,2005,3.89,17,,Marsha Collier,,140
69079f2dafa5e245b1af8444,book,Ruby Cookbook,,2006,3.84,166,,Lucas Carlson,,141
69079f2dafa5e245b1af8445,book,Ruby Ann's Down Home Trailer Park Cookbook,,2005,4.12,50,,Ruby Ann Boxcar,,142
69079f2dafa5e245b1af8446,book,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,,2005,4.08,13,,Ruby Ann Boxcar,,144
69079f2dafa5e245b1af8447,book,Rails Cookbook: Recipes for Rapid Web Development with Ruby,,2007,3.48,64,,Rob Orsini,,147
69079f2dafa5e245b1af8448,book,Anna Karenina,,2004,4.05,16643,,Leo Tolstoy,,151
69079f2dafa5e245b1af8449,book,Anna Karenina,,2002,4.05,109420,,Leo Tolstoy,,152
69079f2dafa5e245b1af844a,book,Anna Karenina,,2003,4.05,2904,,Leo Tolstoy,,153
69079f2dafa5e245b1af844b,book,CliffsNotes on Tolstoy's Anna Karenina,,1965,3.85,16,,Marianne Sturman,,154
69079f2dafa5e245b1af844f,book,Dinner with Anna Karenina,,2006,2.99,411,,Gloria Goldreich,,159
69079f2dafa5e245b1af8450,book,Tolstoy: Anna Karenina,,1987,4.19,1204,,Anthony Thorlby,,160
69079f2dafa5e245b1af8451,book,Untouchable,,1990,3.71,3429,,Mulk Raj Anand,,162
69079f2dafa5e245b1af8452,book,The Untouchable,,1998,3.95,2163,,John Banville,,163
69079f2dafa5e245b1af8453,book,The Untouchables,,1996,3.89,613,,Eliot Ness,,164
69079f2dafa5e245b1af8454,book,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,,2005,3.82,308,,Narendra Jadhav,,165
69079f2dafa5e245b1af8455,book,Dalit: The Black Untaouchables of India,,1995,4.2,10,,V.T. Rajshekar,,166
69079f2dafa5e245b1af8456,book,Growing Up Untouchable in India: A Dalit Autobiography,,2000,3.65,16,,Vasant Moon,,168
69079f2dafa5e245b1af8457,book,The Evidence-Based Social Work Skills Book,,2003,3.4,10,,Barry R. Cournoyer,,171
69079f2dafa5e245b1af8458,book,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom,John Carratello/Patty Carratello/Theresa Wright,4.00,1557344035,9781557344038,eng,48,17,0,9/28/1991,Teacher Created Resources",,,,,,,,177
69079f2dafa5e245b1af8459,book,Wrinkles in Time,,1994,4.01,1035,,George Smoot,,180
69079f2dafa5e245b1af845a,book,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),,2002,4,36,,Madeleine L'Engle,,181
69079f2dafa5e245b1af845b,book,Literature Circle Guide: A Wrinkle in Time,,2002,3.6,15,,Tara MacCarthy,,182
69079f2dafa5e245b1af845c,book,Una arruga en el tiempo – A Wrinkle in Time,,1984,4,6,,Madeleine L'Engle,,201
69079f2dafa5e245b1af845d,book,The Long Shadow (The Morland Dynasty  #6),,1994,4.12,376,,Cynthia Harrod-Eagles,,204
69079f2dafa5e245b1af845e,book,A Long Shadow (Inspector Ian Rutledge  #8),,2006,4.11,3086,,Charles Todd,,205
69079f2dafa5e245b1af845f,book,Long Way Round: Chasing Shadows Across the World,,2005,3.94,352,,Ewan McGregor,,207
69079f2dafa5e245b1af8460,book,A Shadow in Summer (Long Price Quartet  #1),,2006,3.6,9852,,Daniel Abraham,,208
69079f2dafa5e245b1af8461,book,New Hope for the Dead (Hoke Mosely #2),,2004,3.9,821,,Charles Willeford,,213
69079f2dafa5e245b1af8462,book,Sideswipe: A Hoke Moseley Novel,,2005,4.05,731,,Charles Willeford,,214
69079f2dafa5e245b1af8463,book,Miami Blues (Hoke Moseley #1),,2004,3.94,2897,,Charles Willeford,,216
69079f2dafa5e245b1af8464,book,The Burnt Orange Heresy (Vintage Crime/Black Lizard),,1990,3.89,98,,Charles Willeford,,230
69079f2dafa5e245b1af8465,book,I am Charlotte Simmons,,2005,3.42,20888,,Tom Wolfe,,231
69079f2dafa5e245b1af8466,book,Poetry for Young People: Edward Lear,,2001,3.91,66,,Edward Lear,,237
69079f2dafa5e245b1af8467,book,The Puffin Book of Nonsense Verse,,1996,4.02,81,,Quentin Blake,,244
69079f2dafa5e245b1af8468,book,Henry Miller on Writing,,1964,4.22,981,,Henry Miller,,245
69079f2dafa5e245b1af8469,book,Quiet Days in Clichy,,1994,3.69,3381,,Henry Miller,,247
69079f2dafa5e245b1af846a,book,Tropic of Cancer,,1994,3.68,53206,,Henry Miller,,249
69079f2dafa5e245b1af846b,book,Tropic of Capricorn,,1994,3.78,14872,,Henry Miller,,250
69079f2dafa5e245b1af846c,book,Nexus (The Rosy Crucifixion  #3),,1994,4.1,3261,,Henry Miller,,251
69079f2dafa5e245b1af846d,book,Sexus (The Rosy Crucifixion  #1),,1994,3.98,7805,,Henry Miller,,252
69079f2dafa5e245b1af846e,book,The Air-Conditioned Nightmare,,1970,3.83,2699,,Henry Miller,,253
69079f2dafa5e245b1af846f,book,The Portrait of a Lady,,2003,3.78,61640,,Henry James,,264
69079f2dafa5e245b1af8470,book,The Portrait of a Lady,,2004,3.78,392,,Henry James,,269
69079f2dafa5e245b1af8471,book,Writing,,1999,3.75,778,,Marguerite Duras,,277
69079f2dafa5e245b1af8472,book,The War,,1994,3.85,963,,Marguerite Duras,,278
69079f2dafa5e245b1af8473,book,The Ravishing of Lol Stein,,1986,3.66,2057,,Marguerite Duras,,280
69079f2dafa5e245b1af8474,book,Love Letters,,1999,3.68,203,,Kahlil Gibran,,285
69079f2dafa5e245b1af8475,book,Kahlil Gibran: His Life and World,,1998,4.21,35,,Jean Gibran,,288
69079f2dafa5e245b1af8476,book,The Beloved: Reflections on the Path of the Heart,,1998,4.19,328,,Kahlil Gibran,,289
69079f2dafa5e245b1af8477,book,Jesus the Son of Man,,1995,3.98,1308,,Kahlil Gibran,,290
69079f2dafa5e245b1af8478,book,The Broken Wings,,2003,3.92,6432,,Kahlil Gibran,,291
69079f2dafa5e245b1af8479,book,Sand and Foam,,2011,4.08,3015,,Kahlil Gibran,,292
69079f2dafa5e245b1af847a,book,Treasure Island,,2001,3.83,318753,,Robert Louis Stevenson,,295
69079f2dafa5e245b1af847b,book,Treasure Island,,2004,3.83,420,,Robert Louis Stevenson,,296
69079f2dafa5e245b1af847c,book,Treasure Island,,2005,3.83,5967,,Robert Louis Stevenson,,297
69079f2dafa5e245b1af847d,book,Treasure Island,,2003,3.83,104,,Robert Louis Stevenson,,298
69079f2dafa5e245b1af847e,book,Treasure Island,,2002,3.83,56,,Robert Louis Stevenson,,299
69079f2dafa5e245b1af847f,book,Treasure Island (Great Illustrated Classics),,2006,4.05,91,,Deidre S. Laiken,,302
69079f2dafa5e245b1af8480,book,100 Years of Lynchings,,1996,4.61,88,,Ralph Ginzburg,,313
69079f2dafa5e245b1af8481,book,Cien años de soledad,,1990,4.07,63,,Gabriel García Márquez,,324
69079f2dafa5e245b1af8482,book,On Beyond Zebra!,,1955,4.04,2815,,Dr. Seuss,,330
69079f2dafa5e245b1af8483,book,The Wedding Clause,,2005,3.6,95,,Debbie Raleigh,,332
69079f2dafa5e245b1af8484,book,The Zebra Wall,,2005,3.44,217,,Kevin Henkes,,333
69079f2dafa5e245b1af8485,book,El perfume: Historia de un asesino,,2002,4.02,4136,,Patrick Süskind,,337
69079f2dafa5e245b1af8486,book,The Door Into Summer,,1997,4.01,17232,,Robert A. Heinlein,,348
69079f2dafa5e245b1af8487,book,Stranger in a Strange Land,,1991,3.92,251872,,Robert A. Heinlein,,350
69079f2dafa5e245b1af8488,book,To Sail Beyond the Sunset,,1988,3.87,10293,,Robert A. Heinlein,,354
69079f2dafa5e245b1af8489,book,Job: A Comedy of Justice,,1985,3.78,15970,,Robert A. Heinlein,,355
69079f2dafa5e245b1af848a,book,Time for the Stars (Heinlein's Juveniles  #10),,2006,3.97,6898,,Robert A. Heinlein,,356
69079f2dafa5e245b1af848b,book,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),,1991,4.06,67803,,Douglas Adams,,357
69079f2dafa5e245b1af848c,book,The Salmon of Doubt (Dirk Gently  #3),,2005,3.93,22091,,Douglas Adams,,359
69079f2dafa5e245b1af848d,book,Wish You Were Here: The Official Biography of Douglas Adams,,2005,4.14,2623,,Nick  Webb,,362
69079f2dafa5e245b1af848e,book,Douglas Adams's Starship Titanic,,1998,3.6,885,,Terry Jones,,367
69079f2dafa5e245b1af848f,book,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,,2003,3.93,5,,Douglas Adams,,377
69079f2dafa5e245b1af8490,book,The Phantom Tollbooth: A Children's Play in Two Acts,,2011,4.13,100,,Susan Nanus,,382
69079f2dafa5e245b1af8491,book,On Bullshit,,2005,3.57,9358,,Harry G. Frankfurt,,385
69079f2dafa5e245b1af8492,book,Another Bullshit Night in Suck City,,2005,3.78,9318,,Nick Flynn,,386
69079f2dafa5e245b1af8493,book,Lincoln at Gettysburg: The Words That Remade America,,1993,4.14,120,,Garry Wills,,394
69079f2dafa5e245b1af8494,book,The Gettysburg Address,,1998,4.53,5239,,Abraham Lincoln,,397
69079f2dafa5e245b1af8495,book,Underworld,,1998,3.92,1505,,Don DeLillo,,399
69079f2dafa5e245b1af8496,book,Libra,,1991,3.99,11857,,Don DeLillo,,400
69079f2dafa5e245b1af8497,book,Americana,,1989,3.43,393,,Don DeLillo,,403
69079f2dafa5e245b1af8498,book,Running Dog,,1989,3.43,1356,,Don DeLillo,,404
69079f2dafa5e245b1af8499,book,Cosmopolis,,2004,3.22,460,,Don DeLillo,,406
69079f2dafa5e245b1af849a,book,Great Jones Street,,1994,3.48,2492,,Don DeLillo,,407
69079f2dafa5e245b1af849b,book,The Names,,1989,3.64,3100,,Don DeLillo,,408
69079f2dafa5e245b1af849c,book,Against the Day,,2006,4.13,5296,,Thomas Pynchon,,409
69079f2dafa5e245b1af849d,book,V.,,2005,3.96,1415,,Thomas Pynchon,,410
69079f2dafa5e245b1af849e,book,The Crying of Lot 49,,1999,3.69,2161,,Thomas Pynchon,,411
69079f2dafa5e245b1af849f,book,Gravity's Rainbow,,2000,4.01,762,,Thomas Pynchon,,412
69079f2dafa5e245b1af84a0,book,Mason & Dixon,,2004,4.07,8086,,Thomas Pynchon,,413
69079f2dafa5e245b1af84a1,book,Vineland,,1997,3.69,702,,Thomas Pynchon,,414
69079f2dafa5e245b1af84a2,book,Gravity's Rainbow,,2006,4.01,29764,,Thomas Pynchon,,415
69079f2dafa5e245b1af84a3,book,Slow Learner: Early Stories,,1985,3.5,334,,Thomas Pynchon,,416
69079f2dafa5e245b1af84a4,book,Been Down So Long It Looks Like Up To Me,,1996,3.8,2473,,Richard Fariña,,418
69079f2dafa5e245b1af84a5,book,The Year of Magical Thinking,,2005,3.89,2656,,Joan Didion,,420
69079f2dafa5e245b1af84a6,book,The White Album,,1990,4.17,11889,,Joan Didion,,421
69079f2dafa5e245b1af84a7,book,A Book of Common Prayer,,1995,3.8,2962,,Joan Didion,,422
69079f2dafa5e245b1af84a8,book,Where I Was From,,2004,3.86,2842,,Joan Didion,,423
69079f2dafa5e245b1af84a9,book,Slouching Towards Bethlehem,,1990,4.21,26934,,Joan Didion,,424
69079f2dafa5e245b1af84aa,book,Democracy,,1995,3.81,2070,,Joan Didion,,425
69079f2dafa5e245b1af84ab,book,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,,2006,4.5,1564,,Joan Didion,,426
69079f2dafa5e245b1af84ac,book,Play It As It Lays,,2005,3.87,23656,,Joan Didion,,428
69079f2dafa5e245b1af84ad,book,The New York Trilogy,,2006,3.89,43200,,Paul Auster,,431
69079f2dafa5e245b1af84ae,book,City of Glass (The New York Trilogy  #1),,1987,3.79,12410,,Paul Auster,,432
69079f2dafa5e245b1af84af,book,Ghosts (The New York Trilogy  #2),,1987,3.64,3672,,Paul Auster,,434
69079f2dafa5e245b1af84b0,book,The Locked Room (The New York Trilogy  #3),,1986,3.89,2998,,Paul Auster,,435
69079f2dafa5e245b1af84b1,book,Pyramids of Montauk: Explorations in Consciousness,,1995,3.89,74,,Peter Moon,,444
69079f2dafa5e245b1af84b2,book,The Brooklyn Follies,,2006,3.84,17977,,Paul Auster,,446
69079f2dafa5e245b1af84b3,book,Moon Palace,,1990,3.94,16099,,Paul Auster,,447
69079f2dafa5e245b1af84b4,book,The Music of Chance,,1991,3.9,361,,Paul Auster,,453
69079f2dafa5e245b1af84b5,book,Travels in the Scriptorium,,2007,3.23,6688,,Paul Auster,,454
69079f2dafa5e245b1af84b6,book,Leviathan,,1993,3.96,11744,,Paul Auster,,456
69079f2dafa5e245b1af84b7,book,The Red Notebook: True Stories,,2002,3.77,2390,,Paul Auster,,463
69079f2dafa5e245b1af84b8,book,Timbuktu / Leviathan / Moon Palace,,2002,4.38,21,,Paul Auster,,466
69079f2dafa5e245b1af84b9,book,Collapse: How Societies Choose to Fail or Succeed,,2005,3.93,52522,,Jared Diamond,,475
69079f2dafa5e245b1af84ba,book,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,,2006,3.4,213,,Stephen Leeb,,476
69079f2dafa5e245b1af84bb,book,Collapse of Complex Societies,,1990,4.15,719,,Joseph A. Tainter,,477
69079f2dafa5e245b1af84bc,book,Bowling Alone: The Collapse and Revival of American Community,,2001,3.8,4762,,Robert D. Putnam,,478
69079f2dafa5e245b1af84bd,book,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,,2002,3.91,62,,Philip K. Howard,,481
69079f2dafa5e245b1af84be,book,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,,1998,4.39,278,,Joy Harjo,,484
69079f2dafa5e245b1af84bf,book,My Inventions,,2006,4.01,2862,,Nikola Tesla,,493
69079f2dafa5e245b1af84c0,book,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,,2001,3.78,2829,,Marc J.  Seifer,,494
69079f2dafa5e245b1af84c1,book,Nikola Tesla: A Spark of Genius,,1994,3.93,105,,Carol Dommermuth-Costa,,497
69079f2dafa5e245b1af84c2,book,Tesla Papers,,2000,4.13,102,,Nikola Tesla,,498
69079f2dafa5e245b1af84c3,book,Boys of Summer,,2006,3.77,478,,Julie Elizabeth Leto,,511
69079f2dafa5e245b1af84c4,book,Programming Ruby: The Pragmatic Programmers' Guide,,2004,4.03,1577,,Dave Thomas,,515
69079f2dafa5e245b1af84c5,book,Golding's Lord of the Flies (Cliffs Notes),,2000,3.95,73,,Maureen Kelly,,523
69079f2dafa5e245b1af84c6,book,Lord of the Flies,,2005,3.68,408,,William Golding,,524
69079f2dafa5e245b1af84c7,book,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,,2006,4.11,1693,,Victor Davis Hanson,,531
69079f2dafa5e245b1af84c8,book,We Were Not Like Other People,,1989,4.14,1,,Ephraim Sevela,,534
69079f2dafa5e245b1af84c9,book,The Lovely Bones,,2003,3.81,6485,,Alice Sebold,,537
69079f2dafa5e245b1af84ca,book,The Lovely Bones,,2004,3.81,367,,Alice Sebold,,538
69079f2dafa5e245b1af84cb,book,Lovely in Her Bones (Elizabeth MacPherson  #2),,1990,3.8,1371,,Sharyn McCrumb,,539
69079f2dafa5e245b1af84cc,book,The Zen of CSS Design: Visual Enlightenment for the Web,,2005,3.98,793,,Dave Shea,,565
69079f2dafa5e245b1af84cd,book,HTML  XHTML  and CSS (Visual Quickstart Guide),,2006,3.8,549,,Elizabeth Castro,,570
69079f2dafa5e245b1af84ce,book,1000 Record Covers,,2005,3.85,288,,Michael Ochs,,576
69079f2dafa5e245b1af84cf,book,Killing Yourself to Live: 85% of a True Story,,2006,3.81,26381,,Chuck Klosterman,,597
69079f2dafa5e245b1af84d0,book,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,,2004,3.73,62089,,Chuck Klosterman,,599
69079f2dafa5e245b1af84d1,book,Vice (V  #8),,1996,3.51,474,,Jane Feather,,619
69079f2dafa5e245b1af84d2,book,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),,2006,3.77,166046,,Robert M. Pirsig,,629
69079f2dafa5e245b1af84d3,book,Once Upon a Cool Motorcycle Dude,,2005,4.08,1773,,Kevin O'Malley,,639
69079f2dafa5e245b1af84d4,book,Guidebook to Zen and the Art of Motorcycle Maintenance,,1990,3.72,286,,Ronald L. DiSanto,,642
69079f2dafa5e245b1af84d5,book,Motorcycle Basics Techbook,,2002,3.85,40,,John Harold Haynes,,643
69079f2dafa5e245b1af84d6,book,LOGO Lounge: 2 000 International Identities by Leading Designers,,2004,3.93,27,,Catharine M. Fishel,,650
69079f2dafa5e245b1af84d7,book,The Death of Ivan Ilych And Other Stories,,2003,4.11,7300,,Leo Tolstoy,,655
69079f2dafa5e245b1af84d8,book,War and Peace,,1998,4.11,211671,,Leo Tolstoy,,656
69079f2dafa5e245b1af84d9,book,The Kingdom of God Is Within You,,2006,4.13,2403,,Leo Tolstoy,,658
